title,channel,genre
Waffle’s Forest Book Nook 📚 Soft Lofi to Escape With#lofihiphop #chillmusic #coffeemusic #studymusic,Otterspace Lofi,lofi
lord of the rings lofi – beats to chill/explore middle-earth to🌳,Chill Astronaut,lofi
"lofi sleep, lo-fi rain 💤 8 hours mix 😴  beats to sleep/chill/relax to - music for insomnia &amp; anxiety",Sleep Tales,lofi
1 Hour - Relax &amp; study with me Lofi | Tunes of Capy #timer  #1hour #1hourloop #lofi #relaxing #calm,Chill Pills Studio,lofi
Lofi Chill Mix 🌃 Retro Rooftop Ambience in Tokyo | Relaxing Beats for Work &amp; Focus,Lofi Tokyo Dreams,lofi
"Quiet 🌤️ Lofi Keep You Safe 🍃 Serenity to Deep focus work, relax [ Lofi hip hop - Lofi Summer ]",LOFI KEEP YOU SAFE,lofi
Background Music [chill lofi hip hop beats],Settle,lofi
"Lofi Relax 🍃 Lofi Hip Hop | Calming Music 🎶 Deep Focus, Relaxing Music",Chill Melodies,lofi
4 HOURS STUDY GIRL - Cozy lofi music and rain in background,Althea Gianera,lofi
Study With Me 📚 Pomodoro,Lofi Girl,lofi
1 Hour Of Pure Lofi | Metro Version | Arijit Singh lofi To Travel/Study/Drive/Chill/Relaxing/Peace,One lofi,lofi
Twilight Coffee Road ☕ Lofi Songs For A Quiet Mind 🌇 Lofi Chill ~Cafe Beats For Study / Work / Relax,W I N D,lofi
30 minutes English x Hindi lofi  | Study chill | Ep 2 Of Relaxing Mashups,SH Lofi,lofi
"Cozy Library Coffee Shop Lofi ☕ — Deep Focus to Work, Study &amp; Relax | Lofi Music",Kodi Lofi,lofi
lofi hip hop mix 📚 beats to relax/study to (Part 2),Lofi Girl,lofi
Chill Work Music 📚 Lofi Deep Focus Work/Study Concentration [chill lo-fi hip hop beats],𝗖𝗛𝗜𝗟𝗟 𝗩𝗜𝗟𝗟𝗔𝗚𝗘,lofi
Best of Arijit Singh| sad/study chill/Relaxing | SH Lofi,SH Lofi,lofi
"No AI Lofi Music for Study, Relax, Work and Focus · Chill with Us by the Lake",Yellow Cherry Jam,lofi
No AI Lofi Music | Work &amp; Study with Good Company,Yellow Cherry Jam,lofi
"3 Hour Christian Lofi Worship Music | Prayer, Rest, Study &amp; Sleep music",REDEFINED TV,lofi
3-HR STUDY WITH ME 🎧 Calm Lofi Beats in a Rainy Afternoon ☕️ [Pomodoro 50/10] Music for Study,tani study,lofi
4 Hours Deep Focus | 50/10 Pomodoro (Lofi Study and Work),Mr. Tiny's Studio,lofi
2-HOUR STUDY WITH ME 🍂 / calm lofi / Golden Morning in Tokyo / Pomodoro 25-5,Abao in Tokyo,lofi
Night Study Lofi😇 Feel this Mashup💞 song (slowed+reverb)#lofi #mashup #viralvideo,Uday shorts,lofi
Study Music Lofi Songs Mashup || New Hindi Lofi //By- Dhanraj_lofi_mashup,Dhanraj lofi mashup,lofi
"ＳＴＵＤＹ　ＴＩＭＥ ✍ Lofi Hip Hop | Study Music ✍ Lofi study, Relaxing Music",Mimi Lofi Chill,lofi
"Daily Work Space 📚 Deep Focus Lofi for work, study and concentration | lofi hip hop mix",Daily LoFi Radio,lofi
1 P.M Study Session 🎹 [calm piano],Lofi Girl,lofi
"elevation worship but it&#39;s lofi | christian lofi playlist for study, prayer, work or chill",LowlyFM,lofi
Lofi Morning Vibes - Chill Beats for a Fresh Start | No Ads | Lofi by EchoLofi,EchoLofi,lofi
5-HOUR STUDY WITH ME ☕️ Lofi Music for Study &amp; Best Focus | 50/10 Pomodoro,tani study,lofi
"study with me (matcha) - 30 minute, 10 minute break, with lofi focus music - 3 - hour pomodoro",PomodoroCrew,lofi
